unique_value,first_letter,group
Michigan Revenue Administrative Bulletins,M,174
Michigan State International Law Review,M,174
Michigan State Law Review,M,174
Michigan Tax Practice Insights (Expert Commentary on MI Tax Laws),M,174
Michigan Tax Tribunal Opinions,M,174
Michigan Technology Law Review,M,174
Micro & Nano Letters **,M,174
Micro Revue,M,174
Micro and Nanostructures **,M,174
Microbes and Infection **,M,174
Microbial Pathogenesis **,M,174
Microbiological Research **,M,174
Microbiome,M,174
Microchemical Journal **,M,174
Microelectronic Engineering **,M,174
Microelectronics International **,M,174
Microelectronics Journal **,M,174
Microelectronics and Reliability **,M,174
Microfinance Focus,M,174
Microgrid Knowledge,M,174
Micron **,M,174
Microporous and Mesoporous Materials **,M,174
Microprocessors and Microsystems **,M,174
Microvascular Research **,M,174
Microwave Journal; International ed. **,M,174
Microwaves & RF,M,174
Mid Devon Advertiser,M,174
Mid Devon Gazette Series,M,174
Mid Devon Star,M,174
Mid Somerset Series - Local World,M,174
Mid Sussex Times,M,174
"Mid-City Messenger (New Orleans, Louisiana)",M,174
Mid-East.Info,M,174
Mid-Ulster Mail,M,174
MidJersey Business **,M,174
"MidWeek (Mackay / Sarina, Queensland)",M,174
"MidWeek Kaua'i Weekly (Lihue, Hawaii)",M,174
MidWeek Magazine,M,174
Middle East Banking,M,174
Middle East Business News,M,174
Middle East Daily,M,174
Middle East Fertility Society Journal **,M,174
Middle East Gamers (Arabic),M,174
Middle East Gamers (English),M,174
Middle East Insurance Review,M,174
Middle East MICE & Events,M,174
Middle East Oil & Gas Monitor,M,174
Middle East and North Africa This Week,M,174
Middle East and North Africa Today,M,174
"Middleburg Life (Arlington, Virginia)",M,174
Middletown Life (Delaware),M,174
Middlewich Guardian,M,174
Mideast Mirror,M,174
Midhurst and Petworth Observer,M,174
Midi Libre,M,174
Midi Madagasikara (Antananarivo),M,174
Midland Daily News (Michigan),M,174
Midland Daily News Online (Michigan),M,174
"Midland Daily News, Mich.",M,174
"Midland Kalamunda Reporter (Perth, Australia)",M,174
Midland Reporter-Telegram Online (Texas),M,174
Midlands Business Insider,M,174
Midlothian Advertiser,M,174
Midnight Traders Earnings Notebook,M,174
"Midsomer Norton, Radstock & District Journal with Chew Valley Gazette",M,174
Midstate Observer,M,174
Midweek Herald,M,174
Midwest Law Journal,M,174
Midwest Messenger (Nebraska),M,174
Midwest Transaction Guide,M,174
Midwest Transaction Guide - Index,M,174
Midwifery **,M,174
Mieux Vivre Votre Argent,M,174
Milano Finanza,M,174
Milenio,M,174
Milford Chronicle (Delaware),M,174
Milford Mercury,M,174
Milford Mirror Online (Connecticut),M,174
Milgrim on Licensing,M,174
Milgrim on Licensing - Index,M,175
Milgrim on Trade Secrets,M,175
Milgrim on Trade Secrets - Index,M,175
Military & Aerospace Electronic,M,175
Military Branches Criminal Appeals,M,175
Military Court Rules of the United States,M,175
Military Crimes and Defenses,M,175
Military Crimes and Defenses - Index,M,175
Military Criminal Justice: Practice and Procedure,M,175
Military Criminal Justice: Practice and Procedure - Index,M,175
Military Criminal Procedure Forms 3rd Ed.,M,175
Military Discharge Upgrade: Legal Practice Manual (ABA),M,175
Military Evidentiary Foundations,M,175
Military Evidentiary Foundations - Index,M,175
Military Family Law,M,175
Military History: Web Edition Articles,M,175
Military Images **,M,175
Military Intelligence Professional Bulletin,M,175
Military Judges' Benchbook,M,175
Military Law Emerging Issues,M,175
Military Law Review,M,175
Military Medicine **,M,175
Military Officers Association of America,M,175
Military Review **,M,175
Military Rules of Evidence Manual,M,175
Military Supplements,M,175
Military Times - Digital Edition,M,175
Military Times - Newspaper Edition,M,175
Mill Valley Herald (California),M,175
Millbury-Sutton Chronicle (Massachusetts),M,175
Mille Lacs Band of Ojibwe Court of Appeals,M,175
Mille Lacs Band of Ojibwe Tribal Law,M,175
Mille Lacs Messenger (Minnesota),M,175
Millennium Film Journal **,M,175
Millennium Post Newspaper,M,175
Miller Davis Minnesota Forms,M,175
Miller/Davis North Dakota Forms,M,175
Miller/Davis Wisconsin Forms,M,175
Millimeter,M,175
Millionaire Corner Newsletter,M,175
Millionaireasia India,M,175
Milliyet,M,175
Milngavie & Bearsden Herald,M,175
Milpitas Post (California),M,175
Milton Keynes Citizen,M,175
Milton Ulladulla Times (ACM),M,175
Milwaukee Business Journal (Wisconsin) **,M,175
Milwaukee Courier **,M,175
Milwaukee Journal Sentinel Online (Wisconsin),M,175
Milwaukee Magazine,M,175
Min Media Industry Newsletter,M,175
Mind Your Body,M,175
Mindanao Times (Philippines),M,175
Minden Press-Herald (Louisiana),M,175
Mineola American (New York),M,175
Minerals Engineering **,M,175
Mineria y Geologia **,M,175
Minerios & Minerales,M,175
Mini Truckin',M,175
Mining & Minerals Daily,M,175
Mining Business Media,M,175
Mining Engineering **,M,175
Mining Quarterly (Nevada),M,175
Ministerio de Relaciones Exteriores Republica de Argentina,M,175
Ministry of Foreign Affairs of the People's Republic of China - News (English),M,175
Ministry of Foreign Affairs of the People's Republic of China - News (French),M,175
Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),M,175
MinnPost.com (Minneapolis),M,175
Minneapolis / St. Paul Business Journal (Minnesota) **,M,175
Minnesota Civil Practice,M,175
Minnesota Civil Practice - Index,M,175
Minnesota Contract Litigation,M,175
Minnesota Department of IPAD Advisory Opinions,M,175
Minnesota Family Law Practice Manual,M,175
Minnesota Farm Guide (Minnesota),M,175
Minnesota Journal of International Law & MJIL Online,M,175
"Minnesota Journal of Law, Science & Technology",M,175
Minnesota Law Review,M,175
Minnesota Legislative Bill History,M,175
Minnesota Litigation Checklists,M,175
"Minnesota Misdemeanors: DWI, Traffic, Criminal, and Ordinance Offenses",M,175
Minnesota Municipal Codes,M,175
Minnesota No-Fault Automobile Insurance,M,175
Minnesota No-Fault Automobile Insurance - Index,M,175
Minnesota Office of Administrative Hearings Environmental Decisions,M,175
Minnesota Public Radio: Web Edition Articles,M,175
Minnesota Residential Real Estate,M,175
Minnesota Residential Real Estate - Index,M,175
Minnesota Tax Practice Insights (Expert Commentary on MN Tax Laws),M,175
Minnesota's Criminal Justice System (CAP)*,M,175
Minority Law Journal,M,175
MintAsia (India),M,175
Mirfield Reporter,M,175
Mirror (New Zealand),M,175
Mirror Now,M,175
Mirror Publications,M,175
Miscellaneous Auditing Documents **,M,175
Misset Catering,M,175
Misset Horeca,M,175
Mission City Record,M,175
Mission Critical,M,176
"Mission Hill Gazette (Jamaica Plain, Massachusetts)",M,176
"Mississippi Business Journal (Jackson, MS)",M,176
Mississippi Civil Litigation,M,176
Mississippi Civil Litigation - Index,M,176
Mississippi College Law Review,M,176
"Mississippi Estate Planning, Will Drafting and Estate Administration with Forms",M,176
"Mississippi Estate Planning, Will Drafting and Estate Administration with Forms - Index",M,176
Mississippi Ethics Opinions,M,176
Mississippi Jury Verdict Reporter,M,176
Mississippi Law Journal,M,176
Mississippi Legal Research (CAP)*,M,176
Mississippi Legislative Bill History,M,176
Mississippi Municipal Codes,M,176
Mississippi Plain Language Model Jury Instructions - Civil,M,176
Mississippi Plain Language Model Jury Instructions - Criminal,M,176
Mississippi Press **,M,176
Mississippi Real Property Law and Practice,M,176
Mississippi Real Property Law and Practice - Index,M,176
Mississippi Sports Law Review,M,176
Mississippi Tax Practice Insights (Expert Commentary on MS Tax Laws),M,176
Missoula Independent **,M,176
Missoulian **,M,176
Missouri Administrative Law (MoBarCLE),M,176
Missouri Adoption Law & Practice (MoBarCLE),M,176
Missouri Appellate Court Practice (MoBarCLE),M,176
Missouri Approved Charges - Criminal (MACH-CR),M,176
Missouri Approved Instructions - Criminal (MAI-CR),M,176
Missouri Approved Jury Instructions - Civil,M,176
Missouri Bankruptcy Practice (MoBarCLE),M,176
Missouri Business Transitions (MoBarCLE),M,176
Missouri Civil Litigation Forms,M,176
Missouri Civil Procedure (MoBarCLE),M,176
Missouri Civil Trial Practice (MoBarCLE),M,176
Missouri Commercial Law (MoBarCLE),M,176
"Missouri Commission on Retirement, Removal and Discipline",M,176
Missouri Condemnation Practice (MoBarCLE),M,176
Missouri Construction Law (MoBarCLE),M,176
Missouri Consumer Law and Practice (MoBarCLE),M,176
Missouri Contracts (MoBarCLE),M,176
Missouri Corporate Organization and Operation (MoBarCLE),M,176
Missouri Creditors' Remedies (MoBarCLE),M,176
Missouri Criminal Practice (MoBarCLE),M,176
Missouri Criminal Practice Forms,M,176
Missouri DWI Law and Practice (MoBarCLE),M,176
Missouri Damages (MoBarCLE),M,176
Missouri Discovery (MoBarCLE),M,176
Missouri Division of Finance Interpretive Letters,M,176
Missouri Economic Development Law,M,176
Missouri Elder Law (MoBarCLE),M,176
Missouri Employer-Employee Law (MoBarCLE),M,176
Missouri Employment Discrimination (MoBarCLE),M,176
Missouri Employment Law,M,176
Missouri Environmental Law (MoBarCLE),M,176
Missouri Environmental Law and Policy Review,M,176
Missouri Estate Administration (MoBarCLE),M,176
Missouri Estate Planning (MoBarCLE),M,176
Missouri Evidence (MobarCLE),M,176
Missouri Evidence Restated (MoBarCLE),M,176
Missouri Family Law (MoBarCLE),M,176
Missouri Farm Law (MoBarCLE),M,176
Missouri Farmer Today (Missouri),M,176
Missouri Insurance Practice (MoBarCLE),M,176
Missouri Intellectual Property (MoBarCLE),M,176
Missouri Juvenile Law (MoBarCLE),M,176
Missouri Land Use Law and Practice,M,176
Missouri Law Review,M,176
Missouri Lawyers Media,M,176
Missouri Legal Research (CAP)*,M,176
Missouri Legislative Bill History,M,176
Missouri Litigation Settlements (MoBarCLE),M,176
Missouri Local Government Law (MoBarCLE),M,176
Missouri Market Conduct Examinations,M,176
Missouri Mental Health Law (MoBarCLE),M,176
Missouri Municipal Codes,M,176
Missouri Professional Liability (MoBarCLE),M,176
"Missouri Real Estate Financing, Liens, and Foreclosure (MoBarCLE)",M,176
"Missouri Real Estate Fundamentals: Acquisition, Title, Interests, and Conveyancing (MoBarCLE)",M,176
Missouri Real Estate Practice (MoBarCLE),M,176
Missouri Remedies (MoBarCLE),M,176
Missouri School Law (MoBarCLE),M,176
Missouri Secured Transactions (MoBarCLE),M,176
Missouri Sources of Proof (MoBarCLE),M,176
Missouri Specialized Business Entities (MoBarCLE),M,176
Missouri Tax Practice Insights (Expert Commentary on MO Tax Laws),M,176
Missouri Taxation Law and Practice (MoBarCLE),M,176
Missouri Tort Law (MoBarCLE),M,176
Missouri Workers' Compensation Law (MoBarCLE),M,176
Missouri and Illinois Jury Verdicts,M,176
Missouri's Criminal Justice System (CAP)*,M,176
Mist News (Egypt),M,176
Mitchell Advocate,M,176
"Mitchell County Press-News (Osage, Iowa)",M,176
Mitchell Hamline Law Journal of Public Policy and Practice,M,176
Mitchell Hamline Law Review,M,176
Mithani: Directors' Disqualification,M,176
Mitochondrion **,M,176
Mitteldeutsche Zeitung,M,176
"Mitteldeutsche Zeitung Online (Saxony-Anhalt, Germany, German Language)",M,176
Mittwoch SZ Neiße,M,176
Mittwoch SZ Oberlausitz,M,177
Mizzima,M,177
Mizzima Business Weekly,M,177
Mmegi/The Reporter (Gaborone),M,177
"MoPo Plus (Hamburg, Germany, German Language)",M,177
Moberly Monitor-Index (Missouri),M,177
Mobile,M,177
Mobile Choice,M,177
Mobile DNA,M,177
Mobile Development and Design,M,177
Mobile Payments Today,M,177
Mobile Register (Alabama) **,M,177
Mobile88.com,M,177
Mobility & Business (German Language),M,177
Mobridge Tribune (South Dakota),M,177
Modaes.es (Spanish Language),M,177
Model Civil Jury Instructions for Rhode Island,M,177
Model Code of Evidence,M,177
Model Interrogatories,M,177
Model Jury Selection Question for Maryland Criminal and Civil Trials,M,177
Model Penal Code,M,177
Model Penal Code: Sentencing - Drafts,M,177
Model Penal Code: Sentencing - Official Text,M,177
Model Penal Code: Sexual Assault and Related Offenses - Drafts,M,177
Model Teller Training Manual with Trainers Guide,M,177
"Model Utah Jury Instructions, Second Edition - Civil",M,177
"Model Utah Jury Instructions, Second Edition - Criminal",M,177
Modelling and Simulation in Engineering **,M,177
Modem User News,M,177
Modern Baking,M,177
Modern Child Custody Practice,M,177
Modern Estate Planning,M,177
Modern Estate Planning - Index,M,177
Modern Federal Jury Instructions- Civil - Index,M,177
Modern Federal Jury Instructions- Criminal - Index,M,177
Modern Federal Jury Instructions-Civil,M,177
Modern Federal Jury Instructions-Criminal,M,177
Modern Healthcare,M,177
Modern Hygienist,M,177
Modern Jeweler,M,177
Modern Maryland Civil Procedure,M,177
Modern Physician,M,177
Modern Power Systems,M,177
Modern Privacy & Surveillance Law,M,177
Modern Railways (U.K.),M,177
Modern Retina,M,177
Modern Tire Dealer,M,177
Modern Trader; Chicago **,M,177
Modern U.C.C. Litigation Forms,M,177
Modernizing Real Property Easements For The 21st Century: The Uniform Easement Relocation Act,M,177
Modesto Bee **,M,177
Modified,M,177
Modified Mustangs & Fords,M,177
Modoc Nation Tribal Law,M,177
Modular Finance - Danish,M,177
Modular Finance - English,M,177
Modular Finance - Finnish,M,177
Modular Finance - Icelandic,M,177
Modular Finance - Norwegian,M,177
Modular Finance - Swedish,M,177
"Mohave Valley Daily News (Bullhead City, Arizona)",M,177
Mohegan Gaming Disputes Court of Appeals,M,177
Mohegan Gaming Disputes Trial Court,M,177
Mohegan Trial Court,M,177
Mohegan Tribal Court of Appeals,M,177
Moj News Agency,M,177
Molalla Pioneer (Oregon),M,177
Mold: Mealey's Litigation Report,M,177
MoldMaking Technology,M,177
Mole,M,177
Molecular Aspects of Medicine **,M,177
Molecular Biomedicine,M,177
Molecular Brain,M,177
Molecular Cancer,M,177
Molecular Cell **,M,177
Molecular Cytogenetics,M,177
Molecular Diagnosis & Therapy **,M,177
Molecular Genetics and Metabolism **,M,177
Molecular Immunology **,M,177
Molecular Medicine,M,177
Molecular Metabolism **,M,177
Molecular Neurobiology,M,177
Molecular Neurodegeneration,M,177
Molecular Oncology **,M,177
Molecular Phylogenetics and Evolution **,M,177
Molecular Psychiatry,M,177
Molecular and Biochemical Parasitology **,M,177
Molecular and Cellular Endocrinology **,M,177
Molecular and Cellular Neuroscience **,M,177
Molecular and Cellular Probes **,M,177
Monaco Business Digest,M,177
Monaco-Matin (Online),M,177
Monash Leader RE edition,M,177
Mondaq,M,177
Mondaq (Arabic),M,177
Mondaq (Chinese),M,177
Mondaq (French),M,177
Mondaq (German),M,177
Mondaq (Greek),M,177
Mondaq (Japanese),M,177
Mondaq (Korean),M,178
Mondaq (Portuguese),M,178
Mondaq (Russian),M,178
Mondaq (Spanish),M,178
Mondaq (Turkish),M,178
Monday Magazine,M,178
Mondoweiss.net,M,178
Money Buzz,M,178
"Money Laundering, Asset Forfeiture and Compliance-A Global Guide",M,178
Money Life,M,178
Money Management,M,178
"Money Management Executive (SourceMedia, Inc)",M,178
Money Market-UK,M,178
Money Market-USA,M,178
Money Times,M,178
"Money Times (Brazil, Portuguese Language)",M,178
Money Today (Contify.com),M,178
Money for Breakfast,M,178
Money(Dutch),M,178
MoneyControl,M,178
MoneyMint.in,M,178
MoneyWeek,M,178
MoneyWise Pro,M,178
Moneybee,M,178
Moneytalk (Dutch Language),M,178
Moneytalk (French Language),M,178
Mongabay,M,178
Mongabay News,M,178
Moniteur Du Commerce International (MOCI),M,178
"Monitor (McAllen, Texas)",M,178
"Monitor Mercantil (Brazil, Portuguese Language)",M,178
Monitor do Mercado,M,178
"Monitor do Mercado (Brazil, Portuguese Language)",M,178
Monitoring of Russia's Economic Outlook: trends and challenges of socio-economic development,M,178
Monmouthshire Beacon,M,178
Monopolization and Dominance Handbook,M,178
Monroe Courier (Connecticut),M,178
Montana Business Quarterly **,M,178
Montana Child Support Enforcement Decisions,M,178
Montana Criminal Jury Instructions,M,178
Montana Department of Labor and Industry Decisions,M,178
Montana Law Review,M,178
Montana Legal Ethics Opinions,M,178
Montana Legislative Bill History,M,178
Montana Municipal Codes,M,178
Montana Office of Public Instruction Decisions,M,178
